hg19.knownGene.name	hg19.knownGene.chrom	hg19.knownGene.strand	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownToLocusLink.value	hg19.knownToEnsembl.value	hg19.kgXref.geneSymbol
uc031pnq.1	chr1	+	115576566	115576930	7252	n/a	TSHB
uc021osd.1	chr1	-	115828690	115829416	n/a	n/a	NGF
uc001efu.1	chr1	-	115828536	115880857	4803	ENST00000369512	NGF
uc001efx.4	chr1	-	116242625	116311426	845	ENST00000261448	CASQ2
uc010owu.2	chr1	-	116242625	116311426	845	ENST00000261448	CASQ2
uc001egd.2	chr1	+	116915794	116928766	476	ENST00000488733	ATP1A1
uc010owv.1	chr1	+	116915003	116946597	476	ENST00000369496	ATP1A1
uc001ege.3	chr1	+	116915794	116947396	476	ENST00000295598	ATP1A1
uc010oww.2	chr1	+	116916488	116947396	476	ENST00000537345	ATP1A1
uc010owx.2	chr1	+	116925991	116947396	476	ENST00000369496	ATP1A1
uc001ego.1	chr1	-	117061852	117087226	965	ENST00000464088	CD58
uc001egm.3	chr1	-	117057155	117113715	965	ENST00000369489	CD58
uc001egn.3	chr1	-	117057155	117113715	965	ENST00000369489	CD58
uc010owy.2	chr1	-	117061321	117113715	965	ENST00000457047	CD58
uc001egp.4	chr1	-	117064420	117113715	965	ENST00000369487	CD58
uc010owz.1	chr1	+	117297085	117308084	914	ENST00000369478	CD2
uc010oxa.1	chr1	+	117297085	117308084	914	ENST00000369478	CD2
uc001egu.4	chr1	+	117297085	117311851	914	ENST00000369478	CD2
uc001egx.1	chr1	+	117602948	117624997	8458	ENST00000369466	TTF2
uc001egy.3	chr1	+	117602948	117645491	8458	ENST00000369466	TTF2
uc009whl.3	chr1	+	120254418	120277604	26227	ENST00000369409	PHGDH
uc001ehz.3	chr1	+	120254418	120286849	26227	ENST00000369409	PHGDH
uc009whm.3	chr1	+	120254418	120286849	26227	ENST00000369409	PHGDH
uc001eib.3	chr1	+	120262249	120286849	26227	ENST00000369407	PHGDH
uc021osy.1	chr1	-	120492742	120594328	4853	ENST00000479412	NOTCH2
uc001eik.3	chr1	-	120454175	120612317	4853	ENST00000256646	NOTCH2
uc001eil.3	chr1	-	120477735	120612317	4853	ENST00000256646	NOTCH2
uc001eim.4	chr1	-	120492742	120612317	4853	ENST00000479412	NOTCH2
uc001ema.3	chr1	-	144862707	144868172	9659	ENST00000479369	PDE4DIP
uc001elv.4	chr1	-	144851423	144894125	9659	ENST00000524974	PDE4DIP
uc001eme.1	chr1	-	144895121	144922047	9659	ENST00000467859	PDE4DIP
uc001emb.1	chr1	-	144890590	144932032	9659	ENST00000313431	PDE4DIP
uc001elw.4	chr1	-	144851423	144995033	9659	ENST00000369356	PDE4DIP
uc021ouh.1	chr1	-	144851423	144995033	9659	ENST00000369356	PDE4DIP
uc001emd.2	chr1	-	144890590	144995033	9659	ENST00000369351	PDE4DIP
uc001emc.2	chr1	-	144890590	144995033	9659	ENST00000369349	PDE4DIP
uc001emg.2	chr1	-	144951760	144995033	9659	ENST00000369347	PDE4DIP
uc021oui.1	chr1	-	144951760	144995082	9659	ENST00000369347	PDE4DIP
uc021ouj.1	chr1	-	144951760	144997111	9659	ENST00000369347	PDE4DIP
uc001elx.4	chr1	-	144851423	145039992	9659	ENST00000313382	PDE4DIP
uc001elo.3	chr1	-	144676436	145076186	9659	ENST00000369348	PDE4DIP
uc001emh.3	chr1	-	144951760	145076186	9659	ENST00000369348	PDE4DIP
uc001emk.4	chr1	-	145074845	145076186	9659	ENST00000369345	PDE4DIP
uc021oux.1	chr1	+	145416333	145416936	n/a	n/a	HFE2
uc001eni.2	chr1	+	145413190	145417545	148738	ENST00000336751	HFE2
uc001enk.2	chr1	+	145413190	145417545	148738	ENST00000357836	HFE2
uc001enj.2	chr1	+	145413190	145417545	148738	ENST00000357836	HFE2
uc001enl.2	chr1	+	145413190	145417545	148738	ENST00000357836	HFE2
uc001enn.4	chr1	+	145438461	145442628	10628	ENST00000369317	TXNIP
uc010oys.2	chr1	+	145439346	145442628	10628	ENST00000369317	TXNIP
uc001ent.2	chr1	+	145507556	145513535	9939	ENST00000330165	RBM8A
uc001enu.2	chr1	+	145507556	145513535	9939	ENST00000330165	RBM8A
uc001enz.1	chr1	+	145524989	145529319	8515	ENST00000468261	ITGA10
uc001eoa.3	chr1	+	145524989	145543868	8515	ENST00000369304	ITGA10
uc010oyv.2	chr1	+	145524989	145543868	8515	ENST00000369304	ITGA10
uc009wiw.3	chr1	+	145524989	145543868	8515	ENST00000369304	ITGA10
uc010oyw.2	chr1	+	145527927	145543868	8515	ENST00000369304	ITGA10
uc010oyy.1	chr1	+	145575289	145580662	10401	ENST00000369299	PIAS3
uc001eoc.1	chr1	+	145575987	145586546	10401	ENST00000393045	PIAS3
uc001eod.1	chr1	+	145580403	145586546	10401	ENST00000475261	PIAS3
uc001eog.3	chr1	-	145592604	145610627	10623	ENST00000334163	POLR3C
uc001eoh.3	chr1	-	145592604	145610884	10623	ENST00000334163	POLR3C
uc009wix.3	chr1	-	145592604	145610884	10623	ENST00000334163	POLR3C
uc001eon.2	chr1	+	145727665	145764206	5174	ENST00000344770	PDZK1
uc001eoo.2	chr1	+	145727665	145764206	5174	ENST00000417171	PDZK1
uc010oza.2	chr1	+	145727665	145764206	5174	ENST00000417171	PDZK1
uc010ozq.1	chr1	+	146736038	146757164	9557	ENST00000467213	CHD1L
uc001epm.5	chr1	+	146714290	146767447	9557	ENST00000369258	CHD1L
uc001epn.5	chr1	+	146714290	146767447	9557	ENST00000369258	CHD1L
uc031pok.1	chr1	+	146714290	146767447	9557	ENST00000369258	CHD1L
uc009wjg.4	chr1	+	146714290	146767447	9557	ENST00000467213	CHD1L
uc010ozp.3	chr1	+	146714290	146767447	9557	ENST00000369258	CHD1L
uc001epo.5	chr1	+	146714290	146767447	9557	ENST00000369259	CHD1L
uc010ozo.3	chr1	+	146714290	146767447	9557	ENST00000369258	CHD1L
uc009wjh.4	chr1	+	146714290	146767447	9557	ENST00000431239	CHD1L
uc009wji.4	chr1	+	146736038	146767447	9557	ENST00000369258	CHD1L
uc010ozr.1	chr1	+	147083376	147096757	607	ENST00000234739	BCL9
uc001epq.3	chr1	+	147013181	147098015	607	ENST00000234739	BCL9
uc021ovl.1	chr1	-	147230269	147231346	n/a	n/a	GJA5
uc001eps.1	chr1	-	147228331	147232714	2702	ENST00000271348	GJA5
uc001ept.1	chr1	-	147228331	147245484	2702	ENST00000271348	GJA5
uc009wlh.1	chr1	+	149755502	149760173	2209	ENST00000369168	FCGR1A
uc001esp.4	chr1	+	149754249	149764074	2209	ENST00000369168	FCGR1A
uc010pbj.2	chr1	-	149754244	149783928	440689	ENST00000545683	HIST2H2BF
uc010pbk.2	chr1	-	149765020	149783928	440689	ENST00000427880	HIST2H2BF
uc001esr.4	chr1	-	149783433	149783928	440689	ENST00000369167	HIST2H2BF
uc010pbl.2	chr1	-	149784779	149785236	653604	ENST00000331491	HIST2H3D
uc021oxz.1	chr1	-	149821758	149822340	337873	ENST00000498492	HIST2H2BC
uc001etc.3	chr1	-	149856009	149858232	8349	ENST00000369155	HIST2H2BE
uc001etd.3	chr1	+	149858524	149858961	8338	ENST00000331380	HIST2H2AC
uc009wlk.3	chr1	-	149874871	149878523	9900	ENST00000369146	SV2A
uc001etg.3	chr1	-	149874871	149889434	9900	ENST00000369146	SV2A
uc001eth.2	chr1	-	149877023	149889434	9900	ENST00000369145	SV2A
uc009wll.1	chr1	-	149897437	149899962	10262	ENST00000271628	SF3B4
uc001etk.2	chr1	-	149895208	149900144	10262	ENST00000271628	SF3B4
uc001ets.3	chr1	+	150121766	150131825	51177	ENST00000369126	PLEKHO1
uc001ett.3	chr1	+	150122169	150131825	51177	ENST00000369124	PLEKHO1
uc001etu.3	chr1	+	150127086	150131825	51177	ENST00000466659	PLEKHO1
uc021oyc.1	chr1	+	150130741	150131841	n/a	n/a	PLEKHO1
uc001ety.2	chr1	-	150237798	150241609	51107	ENST00000360244	APH1A
uc001etz.2	chr1	-	150237798	150241609	51107	ENST00000360244	APH1A
uc010pbx.2	chr1	-	150237798	150241609	51107	ENST00000360244	APH1A
uc010pby.2	chr1	-	150237798	150241609	51107	ENST00000360244	APH1A
uc010pbz.2	chr1	-	150237798	150241609	51107	ENST00000360244	APH1A
uc009wlo.3	chr1	+	150293927	150301344	9129	ENST00000496202	PRPF3
uc009wlp.2	chr1	+	150293927	150318612	9129	ENST00000324862	PRPF3
uc009wlq.1	chr1	+	150305449	150318612	9129	ENST00000467329	PRPF3
uc001eum.4	chr1	+	150293927	150325704	9129	ENST00000324862	PRPF3
uc010pca.2	chr1	+	150293927	150325704	9129	ENST00000324862	PRPF3
uc010pcb.2	chr1	+	150293927	150325704	9129	ENST00000324862	PRPF3
uc021oyd.1	chr1	+	150480486	150482057	1893	ENST00000470432	ECM1
uc010pcf.2	chr1	+	150480486	150484220	1893	ENST00000470432	ECM1
uc010pce.2	chr1	+	150480486	150484220	1893	ENST00000470432	ECM1
uc001eus.3	chr1	+	150480486	150486265	1893	ENST00000369047	ECM1
uc001euv.3	chr1	+	150480486	150486265	1893	ENST00000369047	ECM1
uc001eut.3	chr1	+	150480486	150486265	1893	ENST00000369047	ECM1
uc009wlu.3	chr1	+	150480486	150486265	1893	ENST00000470432	ECM1
uc010pch.2	chr1	-	150547026	150552086	4170	ENST00000369026	MCL1
uc021oyf.1	chr1	-	150547026	150552214	4170	ENST00000369026	MCL1
uc001euz.3	chr1	-	150547026	150552214	4170	ENST00000369026	MCL1
uc001eva.3	chr1	-	150547026	150552214	4170	ENST00000369026	MCL1
uc001evn.3	chr1	-	150702671	150738433	1520	ENST00000368985	CTSS
uc010pcj.2	chr1	-	150702671	150738433	1520	ENST00000368985	CTSS
uc001evp.2	chr1	-	150768683	150780917	1513	ENST00000271651	CTSK
uc009wma.2	chr1	-	150778336	150780917	1513	ENST00000271651	CTSK
uc010pck.2	chr1	-	150782180	150789924	405	ENST00000358595	ARNT
uc001evr.2	chr1	-	150782180	150849244	405	ENST00000358595	ARNT
uc001evs.2	chr1	-	150782180	150849244	405	ENST00000358595	ARNT
uc009wmd.2	chr1	-	150782180	150849244	405	ENST00000358595	ARNT
uc009wmb.2	chr1	-	150782180	150849244	405	ENST00000358595	ARNT
uc009wmc.2	chr1	-	150782180	150849244	405	ENST00000358595	ARNT
uc009wme.2	chr1	-	150790395	150849244	405	ENST00000358595	ARNT
uc010pcl.2	chr1	-	150795669	150849244	405	ENST00000358595	ARNT
uc001evw.4	chr1	+	150898814	150917797	9869	ENST00000368962	SETDB1
uc009wmf.2	chr1	+	150898814	150923566	9869	ENST00000271640	SETDB1
uc009wmg.2	chr1	+	150898956	150936323	9869	ENST00000498193	SETDB1
uc001evv.2	chr1	+	150898814	150937220	9869	ENST00000271640	SETDB1
uc001evu.2	chr1	+	150898814	150937220	9869	ENST00000271640	SETDB1
uc001ewo.3	chr1	-	151023446	151032125	56882	ENST00000540998	CDC42SE1
uc001ewp.3	chr1	-	151023446	151032125	56882	ENST00000540998	CDC42SE1
uc010pcp.1	chr1	+	151043079	151076151	126626	ENST00000368918	GABPB2
uc001ewr.2	chr1	+	151043079	151091007	126626	ENST00000368918	GABPB2
uc001ewt.2	chr1	+	151065667	151091007	126626	ENST00000368916	GABPB2
uc001exe.2	chr1	-	151148775	151162689	6944	ENST00000368892	VPS72
uc031pot.1	chr1	-	151148775	151162689	6944	ENST00000368892	VPS72
uc031pou.1	chr1	-	151148775	151162689	6944	ENST00000368892	VPS72
uc001exf.2	chr1	-	151149827	151162689	6944	ENST00000368892	VPS72
uc021oyo.1	chr1	+	151171020	151219441	8394	ENST00000409426	PIP5K1A
uc001exj.3	chr1	+	151171020	151222007	8394	ENST00000349792	PIP5K1A
uc001exi.3	chr1	+	151171020	151222007	8394	ENST00000349792	PIP5K1A
uc010pcu.2	chr1	+	151171020	151222007	8394	ENST00000349792	PIP5K1A
uc001exk.3	chr1	+	151171020	151222007	8394	ENST00000349792	PIP5K1A
uc010pcv.2	chr1	+	151206672	151222007	8394	ENST00000368890	PIP5K1A
uc001exl.3	chr1	+	151227196	151239954	5710	ENST00000368884	PSMD4
uc001exr.3	chr1	-	151264272	151300191	5298	ENST00000368875	PI4KB
uc001exs.3	chr1	-	151264272	151300191	5298	ENST00000368875	PI4KB
uc001exu.3	chr1	-	151264272	151300191	5298	ENST00000368874	PI4KB
uc010pcw.2	chr1	-	151264272	151300191	5298	ENST00000368874	PI4KB
uc001ext.3	chr1	-	151264272	151300191	5298	ENST00000368874	PI4KB
uc001exv.1	chr1	-	151313115	151319769	5993	ENST00000290524	RFX5
uc001exw.1	chr1	-	151313115	151319769	5993	ENST00000290524	RFX5
uc010pcx.1	chr1	-	151313115	151319769	5993	ENST00000290524	RFX5
uc009wmw.3	chr1	+	151483861	151511167	57530	ENST00000271636	CGN
uc001ezg.3	chr1	-	151778546	151798553	6097	ENST00000356728	RORC
uc001ezh.3	chr1	-	151778546	151804348	6097	ENST00000356728	RORC
uc010pdo.2	chr1	-	151778546	151804348	6097	ENST00000356728	RORC
uc010pdp.2	chr1	-	151778546	151804348	6097	ENST00000356728	RORC
uc001ezj.2	chr1	-	151843342	151882361	117145	ENST00000368814	THEM4
uc001ezk.2	chr1	-	151843342	151882361	117145	ENST00000368814	THEM4
uc001ezl.3	chr1	-	151955385	151966714	6281	ENST00000368811	S100A10
uc001ezn.3	chr1	-	152004981	152009511	6282	ENST00000271638	S100A11
uc001fbq.3	chr1	+	153330329	153333503	6280	ENST00000368738	S100A9
uc001fbs.3	chr1	-	153362507	153363664	6279	ENST00000368733	S100A8
uc001fbv.1	chr1	-	153430219	153433137	6278	ENST00000368723	S100A7
uc001fby.3	chr1	-	153516094	153518282	6275	ENST00000354332	S100A4
uc001fbz.3	chr1	-	153516094	153518282	6275	ENST00000368716	S100A4
uc001fcf.4	chr1	-	153591275	153599539	6284	ENST00000491177	S100A13
uc001fcg.3	chr1	-	153591275	153599744	6284	ENST00000392623	S100A13
uc009woh.3	chr1	-	153591275	153599744	6284	ENST00000491177	S100A13
uc001fch.3	chr1	-	153591275	153600117	6284	ENST00000476133	S100A13
uc001fci.3	chr1	-	153591275	153600713	6284	ENST00000476133	S100A13
uc001fcj.3	chr1	-	153591275	153606568	6284	ENST00000368699	S100A13
uc001fcq.4	chr1	+	153631129	153634328	23557	ENST00000368685	SNAPIN
uc031ppf.1	chr1	+	153631129	153634328	23557	ENST00000368685	SNAPIN
uc031ppg.1	chr1	+	153631129	153634328	23557	ENST00000368685	SNAPIN
uc010pdy.3	chr1	-	153634263	153643504	3608	ENST00000361891	ILF2
uc001fcr.4	chr1	-	153634263	153643504	3608	ENST00000361891	ILF2
uc009wol.2	chr1	-	153637668	153643504	3608	ENST00000361891	ILF2
uc001fcs.4	chr1	+	153651163	153666468	4881	ENST00000368680	NPR1
uc010pdz.2	chr1	+	153652629	153666468	4881	ENST00000368680	NPR1
uc010pea.2	chr1	+	153657439	153666468	4881	ENST00000368680	NPR1
uc001fde.4	chr1	-	153920147	153926792	200186	ENST00000461638	CRTC2
uc001fdf.4	chr1	-	153920147	153926792	200186	ENST00000487235	CRTC2
uc021pab.1	chr1	-	153920147	153931132	200186	ENST00000368633	CRTC2
uc001fet.3	chr1	+	154245038	154248355	10456	ENST00000328703	HAX1
uc001fes.3	chr1	+	154245038	154248355	10456	ENST00000328703	HAX1
uc010peo.2	chr1	+	154245038	154248355	10456	ENST00000328703	HAX1
uc009wou.3	chr1	+	154245038	154248355	10456	ENST00000531435	HAX1
uc021paf.1	chr1	+	154377668	154410561	3570	ENST00000368485	IL6R
uc001fez.2	chr1	+	154377668	154441926	3570	ENST00000368485	IL6R
uc001ffa.2	chr1	+	154377668	154441926	3570	ENST00000368485	IL6R
uc001fft.3	chr1	-	154929501	154934258	90780	ENST00000368457	PYGO2
uc001ffz.1	chr1	-	154934774	154941090	6464	ENST00000368450	SHC1
uc001ffw.3	chr1	-	154934773	154943223	6464	ENST00000448116	SHC1
uc001ffv.3	chr1	-	154934773	154943223	6464	ENST00000448116	SHC1
uc001ffx.3	chr1	-	154934773	154946959	6464	ENST00000368453	SHC1
uc001ffy.3	chr1	-	154934773	154946959	6464	ENST00000368450	SHC1
uc001fgb.3	chr1	+	154947117	154951725	1163	ENST00000368439	CKS1B
uc001fga.3	chr1	+	154947117	154951725	1163	ENST00000368439	CKS1B
uc009wpc.2	chr1	+	155023747	155028725	8751	ENST00000527418	ADAM15
uc010pet.2	chr1	+	155023747	155031159	8751	ENST00000447332	ADAM15
uc010peu.2	chr1	+	155023747	155034181	8751	ENST00000461564	ADAM15
uc001fgq.1	chr1	+	155023421	155035252	8751	ENST00000527418	ADAM15
uc001fgz.2	chr1	+	155023747	155035252	8751	ENST00000526491	ADAM15
uc001fgs.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc010pev.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc001fgt.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc001fgy.2	chr1	+	155023747	155035252	8751	ENST00000526491	ADAM15
uc001fgr.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc001fha.2	chr1	+	155023747	155035252	8751	ENST00000529473	ADAM15
uc001fgu.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc001fgv.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc001fgw.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc001fgx.2	chr1	+	155023747	155035252	8751	ENST00000527418	ADAM15
uc001fhc.3	chr1	+	155036212	155042029	1945	ENST00000368409	EFNA4
uc001fhd.3	chr1	+	155036212	155042029	1945	ENST00000368409	EFNA4
uc001fhe.3	chr1	+	155036212	155042029	1945	ENST00000368409	EFNA4
uc010pew.2	chr1	+	155036212	155060014	1944	ENST00000368408	EFNA3
uc001fhf.3	chr1	+	155051347	155060014	1944	ENST00000368408	EFNA3
uc010pex.2	chr1	+	155051347	155060014	1944	ENST00000368408	EFNA3
uc001fhh.3	chr1	+	155100348	155107386	1942	ENST00000368407	EFNA1
uc001fhi.3	chr1	+	155100348	155107386	1942	ENST00000368407	EFNA1
uc001fhj.4	chr1	+	155108287	155111334	55974	ENST00000368404	SLC50A1
uc001fhk.4	chr1	+	155108287	155111334	55974	ENST00000368404	SLC50A1
uc001fhl.4	chr1	+	155108287	155111334	55974	ENST00000368404	SLC50A1
uc001fhz.3	chr1	-	155158299	155161398	4582	ENST00000368395	MUC1
uc001fhy.3	chr1	-	155158299	155161428	4582	ENST00000368395	MUC1
uc010pfb.2	chr1	-	155158299	155162101	4582	ENST00000368395	MUC1
uc010pfc.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc009wph.3	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pfe.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc009wpi.3	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pfg.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pfd.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pfh.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc031ppt.1	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pff.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pfi.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pfj.2	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc031ppu.1	chr1	-	155158299	155162684	4582	ENST00000368395	MUC1
uc010pfk.2	chr1	-	155158299	155162684	4582	ENST00000457295	MUC1
uc010pfl.2	chr1	-	155158299	155162684	4582	ENST00000457295	MUC1
uc009wpn.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpw.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fil.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fij.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fia.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpx.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fid.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpz.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fik.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpm.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc010pfr.2	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpl.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fio.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc031ppv.1	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpk.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fip.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wqg.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fic.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fie.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpq.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpr.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fig.3	chr1	-	155158299	155162706	4582	ENST00000338684	MUC1
uc001fin.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fif.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpj.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpy.4	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpv.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fib.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpu.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc010pfm.2	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fiq.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wqa.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fim.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc010pfn.2	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc010pfo.2	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc010pfp.2	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wqc.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wqd.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wqb.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc010pfq.2	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fit.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpo.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fii.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fih.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wqe.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpp.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc021pap.1	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc010pfs.2	chr1	-	155158299	155162706	4582	ENST00000457295	MUC1
uc009wps.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wqf.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc031ppw.1	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc009wpt.3	chr1	-	155158299	155162706	4582	ENST00000368395	MUC1
uc001fis.2	chr1	-	155159930	155162706	4582	ENST00000368395	MUC1
uc001fiv.2	chr1	-	155161653	155162706	4582	ENST00000494844	MUC1
uc001fiw.2	chr1	-	155161686	155162706	4582	ENST00000494844	MUC1
uc001fjs.3	chr1	-	155225769	155232176	10067	ENST00000355379	SCAMP3
uc001fjt.3	chr1	-	155225769	155232176	10067	ENST00000355379	SCAMP3
uc001fjw.3	chr1	-	155232658	155243281	1196	ENST00000368361	CLK2
uc001fjy.3	chr1	-	155232658	155243281	1196	ENST00000368361	CLK2
uc001fjx.3	chr1	-	155232658	155243281	1196	ENST00000368361	CLK2
uc009wqm.3	chr1	-	155232658	155247501	1196	ENST00000368361	CLK2
uc001fkk.2	chr1	+	155290639	155300909	23623	ENST00000368354	RUSC1
uc001fkj.2	chr1	+	155290639	155300909	23623	ENST00000368352	RUSC1
uc009wqo.1	chr1	+	155293284	155300909	23623	ENST00000292254	RUSC1
uc001fkl.2	chr1	+	155293727	155300909	23623	ENST00000368347	RUSC1
uc031ppx.1	chr1	+	155293727	155300909	23623	ENST00000368347	RUSC1
uc001fkp.3	chr1	+	155293727	155300909	23623	ENST00000368347	RUSC1
uc010pgb.2	chr1	+	155293727	155300909	23623	ENST00000368347	RUSC1
uc009wqp.2	chr1	+	155293727	155300909	23623	ENST00000368347	RUSC1
uc001fkn.3	chr1	+	155294185	155300909	23623	ENST00000292254	RUSC1
uc001fkr.3	chr1	+	155294185	155300909	23623	ENST00000292254	RUSC1
uc001fko.3	chr1	+	155294185	155300909	23623	ENST00000471876	RUSC1
uc001fkt.3	chr1	-	155305051	155532324	55870	ENST00000368346	ASH1L
uc009wqq.3	chr1	-	155305051	155532324	55870	ENST00000368346	ASH1L
uc009wqr.1	chr1	-	155447676	155532585	55870	ENST00000392403	ASH1L
uc001fls.3	chr1	+	155658881	155708800	7818	ENST00000368336	DAP3
uc001flr.3	chr1	+	155658881	155708800	7818	ENST00000368336	DAP3
uc010pgl.2	chr1	+	155658881	155708800	7818	ENST00000368336	DAP3
uc010pgm.2	chr1	+	155658881	155708800	7818	ENST00000368336	DAP3
uc001flq.3	chr1	+	155658884	155708800	7818	ENST00000368336	DAP3
uc001fmg.3	chr1	+	155829259	155854990	23208	ENST00000368324	SYT11
uc010pgq.2	chr1	+	155829259	155854990	23208	ENST00000368324	SYT11
uc031pqc.1	chr1	-	155867598	155880706	6016	ENST00000368323	RIT1
uc001fmh.2	chr1	-	155867598	155881193	6016	ENST00000368323	RIT1
uc010pgr.2	chr1	-	155867598	155881193	6016	ENST00000368323	RIT1
uc010pgs.2	chr1	+	155911479	155912625	339403	ENST00000368318	RXFP4
uc001fmq.2	chr1	-	155916629	155921063	9181	ENST00000470541	ARHGEF2
uc001fmr.2	chr1	-	155916629	155947966	9181	ENST00000313695	ARHGEF2
uc001fms.2	chr1	-	155916629	155948336	9181	ENST00000361247	ARHGEF2
uc001fmt.2	chr1	-	155916629	155948336	9181	ENST00000361247	ARHGEF2
uc010pgt.1	chr1	-	155931451	155949081	9181	ENST00000462460	ARHGEF2
uc010pgu.1	chr1	-	155931451	155959290	9181	ENST00000368316	ARHGEF2
uc001fmu.2	chr1	-	155916629	155959864	9181	ENST00000368316	ARHGEF2
uc001fmv.3	chr1	-	155978838	155982831	6746	ENST00000472467	SSR2
uc001fmx.3	chr1	-	155978838	155990758	6746	ENST00000295702	SSR2
uc010pgw.2	chr1	-	155980024	155990758	6746	ENST00000368311	SSR2
uc001fnd.4	chr1	-	156041803	156051789	92312	ENST00000532414	MEX3A
uc009wrp.3	chr1	+	156104903	156107058	4000	ENST00000368298	LMNA
uc001fnf.1	chr1	+	156052368	156108548	4000	ENST00000368301	LMNA
uc001fng.2	chr1	+	156084460	156108548	4000	ENST00000368300	LMNA
uc001fnj.3	chr1	+	156095950	156108548	4000	ENST00000496738	LMNA
uc010pha.1	chr1	+	156105523	156108548	4000	ENST00000496738	LMNA
