hg19.knownGene.name	hg19.knownGene.chrom	hg19.knownGene.strand	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownToLocusLink.value	hg19.knownToEnsembl.value	hg19.kgXref.geneSymbol
uc010kdi.3	chr6	-	108532716	108582464	8724	ENST00000368979	SNX3
uc003psj.3	chr6	+	108616097	108844251	246269	ENST00000368977	LACE1
uc003psk.2	chr6	+	108881025	109005971	2309	ENST00000343882	FOXO3
uc003psm.2	chr6	+	108882068	109005971	2309	ENST00000406360	FOXO3
uc011ean.1	chr6	+	108910908	109005971	2309	ENST00000343882	FOXO3
uc010kdj.1	chr6	+	108977548	109005971	2309	ENST00000343882	FOXO3
uc003pss.4	chr6	+	109169618	109295352	84071	ENST00000392644	ARMC2
uc011eao.2	chr6	+	109169618	109295352	84071	ENST00000392644	ARMC2
uc021zdp.1	chr6	-	109307639	109330191	27244	ENST00000302071	SESN1
uc003pst.4	chr6	-	109307639	109330758	27244	ENST00000356644	SESN1
uc003psu.3	chr6	-	109307639	109415708	27244	ENST00000436639	SESN1
uc003ptd.3	chr6	-	109687716	109703762	8763	ENST00000368961	CD164
uc003ptf.3	chr6	-	109687716	109703762	8763	ENST00000368961	CD164
uc011eap.2	chr6	-	109687716	109703762	8763	ENST00000368961	CD164
uc003pte.3	chr6	-	109687716	109703762	8763	ENST00000368961	CD164
uc010kdn.3	chr6	-	109687716	109703762	8763	ENST00000368961	CD164
uc010kdq.3	chr6	+	109761930	109763110	6610	ENST00000258052	SMPD2
uc003pti.3	chr6	+	109761930	109765122	6610	ENST00000258052	SMPD2
uc003ptj.3	chr6	-	109765265	109775653	64780	ENST00000358807	MICAL1
uc003ptk.3	chr6	-	109765265	109777190	64780	ENST00000358807	MICAL1
uc010kdr.3	chr6	-	109765265	109777190	64780	ENST00000358807	MICAL1
uc011eaq.2	chr6	-	109765265	109787171	64780	ENST00000368952	MICAL1
uc011ear.1	chr6	-	109783718	109803257	9841	ENST00000230122	ZBTB24
uc010kds.1	chr6	-	109783718	109803257	9841	ENST00000230122	ZBTB24
uc010kdt.1	chr6	-	109783718	109804440	9841	ENST00000230122	ZBTB24
uc003ptl.1	chr6	-	109783718	109804440	9841	ENST00000230122	ZBTB24
uc003ptm.3	chr6	-	109802151	109804440	9841	ENST00000230122	ZBTB24
uc003ptt.2	chr6	+	110012423	110146634	9896	ENST00000230124	FIG4
uc011eau.1	chr6	+	110012423	110146634	9896	ENST00000441478	FIG4
uc003ptv.1	chr6	-	110421021	110501207	8936	ENST00000392589	WASF1
uc003ptw.1	chr6	-	110421021	110501207	8936	ENST00000392588	WASF1
uc003ptx.1	chr6	-	110421021	110501207	8936	ENST00000359451	WASF1
uc003pty.1	chr6	-	110421021	110501207	8936	ENST00000359451	WASF1
uc003ptz.1	chr6	-	110426609	110501207	8936	ENST00000359451	WASF1
uc003pua.3	chr6	+	110501586	110553422	51362	ENST00000368932	CDC40
uc003puc.3	chr6	-	110713382	110736753	8528	ENST00000368924	DDO
uc003pud.3	chr6	-	110713382	110736753	8528	ENST00000368923	DDO
uc011eay.1	chr6	+	111135823	111216913	262	ENST00000368876	AMD1
uc003puk.1	chr6	+	111195986	111216913	262	ENST00000368885	AMD1
uc003pul.1	chr6	+	111195986	111216913	262	ENST00000368882	AMD1
uc011eaz.1	chr6	+	111195986	111216913	262	ENST00000368885	AMD1
uc011eba.1	chr6	+	111195986	111216913	262	ENST00000368882	AMD1
uc003puw.4	chr6	-	111620233	111631313	5980	ENST00000462119	REV3L
uc003puy.4	chr6	-	111620233	111804432	5980	ENST00000422377	REV3L
uc003pux.4	chr6	-	111620233	111804432	5980	ENST00000422377	REV3L
uc003puz.4	chr6	-	111620233	111804918	5980	ENST00000422377	REV3L
uc003pva.1	chr6	-	111632271	111689231	5980	ENST00000368805	REV3L
uc011ebb.3	chr6	-	111876580	111888563	10758	ENST00000368761	TRAF3IP2
uc003pvg.4	chr6	-	111876580	111927477	10758	ENST00000368761	TRAF3IP2
uc011ebc.3	chr6	-	111876580	111927477	10758	ENST00000368761	TRAF3IP2
uc003pvf.4	chr6	-	111876580	111927477	10758	ENST00000368761	TRAF3IP2
uc010kdw.4	chr6	-	111888455	111927477	10758	ENST00000340026	TRAF3IP2
uc010kdx.3	chr6	-	111893919	111927477	10758	ENST00000340026	TRAF3IP2
uc003pvh.3	chr6	-	111981534	112041265	2534	ENST00000368682	FYN
uc003pvi.3	chr6	-	111981534	112080334	2534	ENST00000368682	FYN
uc003pvj.3	chr6	-	111981534	112115084	2534	ENST00000354650	FYN
uc003pvk.3	chr6	-	111981534	112194655	2534	ENST00000354650	FYN
uc010kdy.1	chr6	-	112015577	112024237	2534	ENST00000229471	FYN
uc003pvv.3	chr6	-	112429133	112575917	3910	ENST00000230538	LAMA4
uc003pvt.3	chr6	-	112429133	112575917	3910	ENST00000230538	LAMA4
uc003pvu.3	chr6	-	112429133	112575917	3910	ENST00000230538	LAMA4
uc003pvw.3	chr6	-	112534921	112575917	3910	ENST00000431543	LAMA4
uc010kdz.2	chr6	-	112574983	112575917	3910	ENST00000453937	LAMA4
uc010kea.2	chr6	-	112574983	112575917	3910	ENST00000368638	LAMA4
uc021zdw.1	chr6	-	112574989	112575352	n/a	n/a	LAMA4
uc003pvy.4	chr6	+	114178526	114184652	4082	ENST00000368635	MARCKS
uc003pwc.2	chr6	-	114257319	114291888	3066	ENST00000398283	HDAC2
uc003pwe.2	chr6	-	114257319	114292359	3066	ENST00000398283	HDAC2
uc003pwd.2	chr6	-	114257319	114292359	3066	ENST00000398283	HDAC2
uc003pwi.1	chr6	-	116262692	116381921	2444	ENST00000368626	FRK
uc003pwm.3	chr6	-	116440084	116447296	1300	ENST00000243222	COL10A1
uc003pwn.3	chr6	-	116571130	116575261	23270	ENST00000420283	TSPYL4
uc003pwp.4	chr6	-	116596021	116601280	7259	ENST00000368608	TSPYL1
uc003pxb.3	chr6	+	116892582	116914436	51389	ENST00000392526	RWDD1
uc003pxc.3	chr6	+	116892582	116914436	51389	ENST00000392526	RWDD1
uc003pxd.3	chr6	+	116892582	116914436	51389	ENST00000466444	RWDD1
uc003pxh.3	chr6	+	117002366	117063030	3841	ENST00000356348	KPNA5
uc003pxn.3	chr6	+	117586720	117594728	245806	ENST00000326274	VGLL2
uc003pxo.3	chr6	+	117586720	117594728	245806	ENST00000352536	VGLL2
uc003pxp.1	chr6	-	117609529	117747018	6098	ENST00000368508	ROS1
uc011ebi.1	chr6	-	117609529	117747018	6098	ENST00000368508	ROS1
uc003pxq.1	chr6	-	117639350	117894795	57120	ENST00000467125	GOPC
uc003pxr.1	chr6	+	117803819	117870960	285761	ENST00000338728	DCBLD1
uc003pxs.3	chr6	+	117803819	117891020	285761	ENST00000296955	DCBLD1
uc003pxt.1	chr6	+	117860417	117870960	285761	ENST00000338728	DCBLD1
uc003pxu.3	chr6	-	117881432	117923705	57120	ENST00000052569	GOPC
uc003pxv.3	chr6	-	117881432	117923705	57120	ENST00000052569	GOPC
uc003pxw.3	chr6	+	117996616	118031886	116150	ENST00000368494	NUS1
uc003pye.3	chr6	+	118869441	118881587	5350	ENST00000357525	PLN
uc021zef.1	chr6	+	118880084	118880243	n/a	n/a	PLN
uc011ebn.2	chr6	+	119215240	119230335	25842	ENST00000229595	ASF1A
uc011ebo.1	chr6	+	121756744	121769230	2697	ENST00000282561	GJA1
uc011ebp.1	chr6	+	121756744	121769327	2697	ENST00000282561	GJA1
uc003pyr.3	chr6	+	121756744	121770873	2697	ENST00000282561	GJA1
uc021zel.1	chr6	+	121767993	121769142	n/a	n/a	GJA1
uc003pyt.4	chr6	+	122720695	122741555	3298	ENST00000368455	HSF2
uc003pyu.2	chr6	+	122720695	122754264	3298	ENST00000452194	HSF2
uc003pyv.2	chr6	+	122720695	122754264	3298	ENST00000452194	HSF2
uc003pyy.1	chr6	-	122764492	122792952	57515	ENST00000339697	SERINC1
uc031spm.1	chr6	+	122793061	123047518	5570	ENST00000392491	PKIB
uc031spn.1	chr6	+	122793061	123047518	5570	ENST00000392491	PKIB
uc003pyz.3	chr6	+	122793061	123047518	5570	ENST00000392491	PKIB
uc003pza.3	chr6	+	122931376	123047518	5570	ENST00000392490	PKIB
uc003pzb.3	chr6	+	122931376	123047518	5570	ENST00000392490	PKIB
uc003pzc.4	chr6	+	122973873	123047518	5570	ENST00000258014	PKIB
uc011ebq.2	chr6	+	123038912	123047518	5570	ENST00000258014	PKIB
uc003pzd.3	chr6	+	123100645	123104039	2173	ENST00000356535	FABP7
uc003pze.1	chr6	+	123100645	123105216	2173	ENST00000356535	FABP7
uc003pzf.3	chr6	+	123100645	123105218	2173	ENST00000368444	FABP7
uc003pzg.3	chr6	+	123109970	123130864	10924	ENST00000368440	SMPDL3A
uc003pzh.3	chr6	+	123109970	123130864	10924	ENST00000368440	SMPDL3A
uc010kem.2	chr6	-	123537483	123714822	10345	ENST00000398178	TRDN
uc003pzj.2	chr6	-	123537483	123958238	10345	ENST00000334268	TRDN
uc003pzk.2	chr6	-	123670619	123958238	10345	ENST00000334268	TRDN
uc010ken.3	chr6	-	123785395	123958238	10345	ENST00000546248	TRDN
uc021zem.2	chr6	-	123822972	123958238	10345	ENST00000334268	TRDN
uc010keo.2	chr6	-	123849827	123958238	10345	ENST00000542443	TRDN
uc003pzu.1	chr6	+	125474878	125584644	7164	ENST00000534000	TPD52L1
uc003pzv.1	chr6	+	125474878	125584644	7164	ENST00000534000	TPD52L1
uc003pzw.1	chr6	+	125474878	125584644	7164	ENST00000534000	TPD52L1
uc003pzx.1	chr6	+	125475419	125574945	7164	ENST00000532978	TPD52L1
uc003pzy.1	chr6	+	125475419	125584644	7164	ENST00000534000	TPD52L1
uc003pzz.1	chr6	+	125524864	125584644	7164	ENST00000392482	TPD52L1
uc003qaa.1	chr6	-	125596495	125623282	51020	ENST00000398153	HDDC2
uc003qab.1	chr6	-	125596495	125623282	51020	ENST00000368377	HDDC2
uc011ebr.2	chr6	+	126068779	126082415	23493	ENST00000368365	HEY2
uc003qad.3	chr6	+	126070731	126082415	23493	ENST00000368364	HEY2
uc010kes.3	chr6	+	126102306	126253176	135112	ENST00000368357	NCOA7
uc003qae.4	chr6	+	126102306	126253176	135112	ENST00000368357	NCOA7
uc003qaf.3	chr6	+	126111908	126205465	135112	ENST00000392477	NCOA7
uc003qag.3	chr6	+	126111908	126207312	135112	ENST00000392477	NCOA7
uc003qah.3	chr6	+	126111908	126253176	135112	ENST00000392477	NCOA7
uc003qai.3	chr6	+	126111908	126253176	135112	ENST00000392477	NCOA7
uc010ket.3	chr6	+	126111908	126253176	135112	ENST00000392477	NCOA7
uc003qaj.3	chr6	+	126136363	126177238	135112	ENST00000487635	NCOA7
uc003qak.3	chr6	+	126240369	126253176	135112	ENST00000438495	NCOA7
uc003qam.3	chr6	+	126307575	126360420	60487	ENST00000334379	TRMT11
uc003qan.3	chr6	+	126307575	126360420	60487	ENST00000479748	TRMT11
uc010kev.3	chr6	+	126307575	126360420	60487	ENST00000334379	TRMT11
uc021zes.1	chr6	+	127587826	127609705	81847	ENST00000368314	RNF146
uc021zet.1	chr6	+	127587882	127609705	81847	ENST00000356799	RNF146
uc021zeu.1	chr6	+	127587882	127609705	81847	ENST00000356799	RNF146
uc021zev.1	chr6	+	127587882	127609705	81847	ENST00000356799	RNF146
uc021zew.1	chr6	+	127587882	127609705	81847	ENST00000368314	RNF146
uc003qat.3	chr6	+	127587982	127609705	81847	ENST00000356799	RNF146
uc021zex.1	chr6	+	127587982	127609705	81847	ENST00000356799	RNF146
uc003qaw.3	chr6	+	127587982	127609705	81847	ENST00000356799	RNF146
uc003qau.3	chr6	+	127587982	127609705	81847	ENST00000356799	RNF146
uc003qav.3	chr6	+	127587982	127609705	81847	ENST00000368314	RNF146
uc021zey.1	chr6	+	127607761	127608838	n/a	n/a	RNF146
uc003qba.3	chr6	-	127759550	127768230	9729	ENST00000481848	KIAA0408
uc003qbb.3	chr6	-	127759550	127772361	9729	ENST00000481848	KIAA0408
uc011ebs.2	chr6	-	127759550	127780535	9729	ENST00000481848	KIAA0408
uc010kfc.3	chr6	-	128289923	128841870	5796	ENST00000368227	PTPRK
uc003qbj.3	chr6	-	128289923	128841870	5796	ENST00000368227	PTPRK
uc011ebu.2	chr6	-	128289923	128841870	5796	ENST00000368227	PTPRK
uc003qbk.3	chr6	-	128289923	128841870	5796	ENST00000368227	PTPRK
uc010kfd.1	chr6	-	128319864	128326389	5796	ENST00000415046	PTPRK
uc003qbl.1	chr6	-	128321131	128718833	5796	ENST00000524481	PTPRK
uc011ebv.1	chr6	-	128321131	128841870	5796	ENST00000524481	PTPRK
uc003qbm.4	chr6	-	128642547	128841870	5796	ENST00000392449	PTPRK
uc003qbn.3	chr6	+	129204285	129837710	3908	ENST00000421865	LAMA2
uc003qbo.3	chr6	+	129204285	129837710	3908	ENST00000421865	LAMA2
uc021zfb.1	chr6	+	129204285	129837710	3908	ENST00000421865	LAMA2
uc003qbr.3	chr6	-	129898239	130031370	93663	ENST00000368149	ARHGAP18
uc011ebw.2	chr6	-	129898239	130031370	93663	ENST00000368149	ARHGAP18
uc021zfe.1	chr6	-	129929037	130182692	93663	ENST00000368149	ARHGAP18
uc031spp.1	chr6	-	130465446	130537030	154075	ENST00000457563	SAMD3
uc003qbw.4	chr6	-	130465446	130544099	154075	ENST00000439090	SAMD3
uc003qbx.4	chr6	-	130465446	130686570	154075	ENST00000368134	SAMD3
uc010kfg.2	chr6	-	130496985	130536783	154075	ENST00000533296	SAMD3
uc003qby.4	chr6	-	130504132	130536439	154075	ENST00000324172	SAMD3
uc003qbz.1	chr6	-	130504370	130536439	154075	ENST00000524930	SAMD3
uc003qcd.1	chr6	-	131160487	131189077	2037	ENST00000452150	EPB41L2
uc003qce.1	chr6	-	131160487	131204234	2037	ENST00000530757	EPB41L2
uc003qcf.1	chr6	-	131160487	131204234	2037	ENST00000530757	EPB41L2
uc010kfl.2	chr6	-	131160487	131291623	2037	ENST00000530481	EPB41L2
uc003qcg.1	chr6	-	131160487	131321907	2037	ENST00000528282	EPB41L2
uc003qch.2	chr6	-	131160487	131384462	2037	ENST00000337057	EPB41L2
uc003qci.3	chr6	-	131160487	131384462	2037	ENST00000368128	EPB41L2
uc011eby.2	chr6	-	131160487	131384462	2037	ENST00000368128	EPB41L2
uc010kfk.2	chr6	-	131160487	131384462	2037	ENST00000337057	EPB41L2
uc003qcj.1	chr6	-	131190702	131199390	2037	ENST00000456097	EPB41L2
uc003qck.4	chr6	+	131456825	131604675	9465	ENST00000431975	AKAP7
uc003qcm.2	chr6	+	131571298	131604675	9465	ENST00000342266	AKAP7
uc003qcn.2	chr6	+	131571298	131604675	9465	ENST00000342266	AKAP7
uc003qco.2	chr6	+	131894343	131905465	383	ENST00000368087	ARG1
uc003qcp.2	chr6	+	131894343	131905472	383	ENST00000368087	ARG1
uc010kfm.2	chr6	+	131894343	131905472	383	ENST00000368087	ARG1
uc003qcq.4	chr6	-	131895105	131949379	9439	ENST00000354577	MED23
uc031spq.1	chr6	-	131895105	131949379	9439	ENST00000354577	MED23
uc003qcr.2	chr6	-	131907877	131914311	9439	ENST00000479213	MED23
uc031spr.1	chr6	-	131907877	131949379	9439	ENST00000368068	MED23
uc003qcs.2	chr6	-	131907877	131949379	9439	ENST00000368068	MED23
uc011eca.1	chr6	-	131915238	131931386	9439	ENST00000368060	MED23
uc003qct.2	chr6	-	131919390	131949379	9439	ENST00000540546	MED23
uc011ecb.2	chr6	-	131923357	131949379	9439	ENST00000368060	MED23
uc011ecf.2	chr6	+	132129155	132216295	5167	ENST00000360971	ENPP1
uc003qcy.3	chr6	+	132182734	132198980	5167	ENST00000459624	ENPP1
uc003qcz.3	chr6	-	132269316	132272518	1490	ENST00000367976	CTGF
uc003qde.3	chr6	-	132617193	132696204	26002	ENST00000336749	MOXD1
uc003qdf.3	chr6	-	132617193	132722664	26002	ENST00000367963	MOXD1
uc003qdg.2	chr6	-	132778662	132834337	8417	ENST00000367941	STX7
uc011ecg.1	chr6	-	132778662	132834337	8417	ENST00000367941	STX7
uc011ech.1	chr6	-	132778662	132834337	8417	ENST00000367941	STX7
uc003qds.3	chr6	-	133065008	133078898	8875	ENST00000418593	VNN2
uc003qdt.3	chr6	-	133065008	133079033	8875	ENST00000326499	VNN2
uc031sps.1	chr6	-	133065008	133079033	8875	ENST00000326499	VNN2
uc010kgb.3	chr6	-	133065008	133079033	8875	ENST00000326499	VNN2
uc031spt.1	chr6	-	133065008	133079033	8875	ENST00000326499	VNN2
uc003qdv.3	chr6	-	133065008	133084598	8875	ENST00000326499	VNN2
uc003qdx.3	chr6	+	133135707	133138703	6206	ENST00000230050	RPS12
uc011ecq.2	chr6	+	133561735	133853258	2070	ENST00000355167	EYA4
uc011ecr.2	chr6	+	133562494	133852550	2070	ENST00000430974	EYA4
uc003qec.4	chr6	+	133562494	133853258	2070	ENST00000367895	EYA4
uc003qed.4	chr6	+	133562494	133853258	2070	ENST00000355167	EYA4
uc003qee.4	chr6	+	133562494	133853258	2070	ENST00000367895	EYA4
uc011ecs.2	chr6	+	133562636	133853258	2070	ENST00000367895	EYA4
uc003qei.4	chr6	+	134210258	134213393	6943	ENST00000367882	TCF21
uc003qej.2	chr6	+	134210258	134216675	6943	ENST00000367882	TCF21
uc010kgg.3	chr6	+	134273307	134308638	9519	ENST00000237264	TBPL1
uc003qel.3	chr6	+	134274300	134308638	9519	ENST00000237264	TBPL1
uc031spu.1	chr6	-	135281516	135304711	10767	ENST00000367837	HBS1L
uc003qey.2	chr6	-	135281516	135348292	10767	ENST00000367837	HBS1L
uc011ecy.1	chr6	-	135281516	135371785	10767	ENST00000367837	HBS1L
uc011ecz.1	chr6	-	135281516	135371785	10767	ENST00000367837	HBS1L
uc003qez.2	chr6	-	135281516	135376036	10767	ENST00000367837	HBS1L
uc011eda.1	chr6	-	135281516	135376036	10767	ENST00000367837	HBS1L
uc003qfa.2	chr6	-	135356994	135376036	10767	ENST00000367822	HBS1L
uc003qfb.1	chr6	+	135502452	135525088	4602	ENST00000339290	MYB
uc003qfh.3	chr6	+	135502452	135540311	4602	ENST00000341911	MYB
uc003qfl.3	chr6	+	135502452	135540311	4602	ENST00000339290	MYB
uc003qfv.3	chr6	+	135502452	135540311	4602	ENST00000533837	MYB
uc003qfz.3	chr6	+	135502452	135540311	4602	ENST00000341911	MYB
uc003qfx.3	chr6	+	135502452	135540311	4602	ENST00000525477	MYB
uc003qga.3	chr6	+	135502452	135540311	4602	ENST00000339290	MYB
uc003qgb.3	chr6	+	135502452	135540311	4602	ENST00000316528	MYB
uc010kgk.3	chr6	+	135502452	135540311	4602	ENST00000316528	MYB
uc003qfd.3	chr6	+	135502452	135540311	4602	ENST00000533837	MYB
uc003qfi.3	chr6	+	135502452	135540311	4602	ENST00000341911	MYB
uc003qfe.3	chr6	+	135502452	135540311	4602	ENST00000316528	MYB
uc003qfg.3	chr6	+	135502452	135540311	4602	ENST00000525477	MYB
uc003qff.3	chr6	+	135502452	135540311	4602	ENST00000533837	MYB
uc003qfj.3	chr6	+	135502452	135540311	4602	ENST00000339290	MYB
uc003qfm.3	chr6	+	135502452	135540311	4602	ENST00000341911	MYB
uc003qfp.3	chr6	+	135502452	135540311	4602	ENST00000341911	MYB
uc003qfn.3	chr6	+	135502452	135540311	4602	ENST00000339290	MYB
uc003qfk.3	chr6	+	135502452	135540311	4602	ENST00000525477	MYB
uc003qfc.3	chr6	+	135502452	135540311	4602	ENST00000316528	MYB
uc003qfr.3	chr6	+	135502452	135540311	4602	ENST00000463282	MYB
uc003qft.3	chr6	+	135502452	135540311	4602	ENST00000525477	MYB
uc003qfs.3	chr6	+	135502452	135540311	4602	ENST00000525477	MYB
uc003qfw.3	chr6	+	135502452	135540311	4602	ENST00000316528	MYB
uc010kgi.3	chr6	+	135502452	135540311	4602	ENST00000316528	MYB
uc003qfq.3	chr6	+	135502452	135540311	4602	ENST00000341911	MYB
uc010kgj.3	chr6	+	135502452	135540311	4602	ENST00000442647	MYB
uc003qfo.3	chr6	+	135502452	135540311	4602	ENST00000316528	MYB
uc003qfu.3	chr6	+	135502452	135540311	4602	ENST00000442647	MYB
uc003qfy.3	chr6	+	135502452	135540311	4602	ENST00000341911	MYB
uc003qgc.3	chr6	+	135507014	135540311	4602	ENST00000531845	MYB
uc003qgd.1	chr6	+	135508971	135515823	4602	ENST00000430686	MYB
uc003qge.1	chr6	+	135516885	135518461	4602	ENST00000534736	MYB
uc003qgf.3	chr6	-	135605109	135763852	54806	ENST00000367800	AHI1
uc003qgg.3	chr6	-	135605109	135769613	54806	ENST00000367800	AHI1
uc003qgi.3	chr6	-	135605109	135818903	54806	ENST00000457866	AHI1
uc003qgh.3	chr6	-	135605109	135818903	54806	ENST00000457866	AHI1
uc003qgj.3	chr6	-	135605109	135818903	54806	ENST00000457866	AHI1
uc003qgk.4	chr6	-	135639571	135818903	54806	ENST00000531788	AHI1
uc003qgl.3	chr6	-	135708921	135818903	54806	ENST00000327035	AHI1
uc003qgp.3	chr6	+	136172833	136516709	27115	ENST00000308191	PDE7B
uc003qgr.3	chr6	+	136359173	136516709	27115	ENST00000308191	PDE7B
uc011edb.1	chr6	-	136578000	136589809	9774	ENST00000353331	BCLAF1
uc003qgw.1	chr6	-	136578000	136610989	9774	ENST00000531224	BCLAF1
uc003qgx.1	chr6	-	136578000	136610989	9774	ENST00000531224	BCLAF1
uc003qgy.1	chr6	-	136578000	136610989	9774	ENST00000353331	BCLAF1
uc011edc.1	chr6	-	136578000	136610989	9774	ENST00000531224	BCLAF1
uc011edd.1	chr6	-	136578000	136610989	9774	ENST00000531224	BCLAF1
uc011ede.1	chr6	-	136578000	136610989	9774	ENST00000531224	BCLAF1
uc011edf.2	chr6	-	136663418	136788013	9053	ENST00000354570	MAP7
uc010kgu.3	chr6	-	136663418	136847351	9053	ENST00000354570	MAP7
uc011edg.2	chr6	-	136663418	136847351	9053	ENST00000354570	MAP7
uc011edh.2	chr6	-	136663418	136847351	9053	ENST00000354570	MAP7
uc010kgv.3	chr6	-	136663418	136847744	9053	ENST00000354570	MAP7
uc010kgs.3	chr6	-	136663418	136847744	9053	ENST00000354570	MAP7
uc011edi.2	chr6	-	136663418	136847848	9053	ENST00000354570	MAP7
uc010kgq.2	chr6	-	136663418	136871957	9053	ENST00000354570	MAP7
uc003qgz.3	chr6	-	136663418	136871957	9053	ENST00000354570	MAP7
uc003qha.2	chr6	-	136663418	136871957	9053	ENST00000354570	MAP7
uc010kgr.2	chr6	-	136686872	136847848	9053	ENST00000432797	MAP7
uc010kgt.2	chr6	-	136693638	136847848	9053	ENST00000454590	MAP7
uc011edj.2	chr6	-	136878186	136977598	4217	ENST00000359015	MAP3K5
uc003qhc.3	chr6	-	136878186	137113656	4217	ENST00000359015	MAP3K5
uc011edk.1	chr6	-	136883640	137110761	4217	ENST00000359015	MAP3K5
uc010kgw.1	chr6	-	136977130	137113656	4217	ENST00000359015	MAP3K5
uc003qhd.3	chr6	+	137143701	137235072	5191	ENST00000318471	PEX7
uc010kgx.3	chr6	+	137143701	137235072	5191	ENST00000541292	PEX7
uc003qhi.3	chr6	-	137321107	137330001	53832	ENST00000316649	IL20RA
uc011edl.2	chr6	-	137321107	137365411	53832	ENST00000316649	IL20RA
uc003qhj.3	chr6	-	137321107	137366298	53832	ENST00000367748	IL20RA
uc003qhk.3	chr6	-	137321107	137366298	53832	ENST00000367748	IL20RA
uc010kgy.1	chr6	-	137330453	137366298	53832	ENST00000367748	IL20RA
uc003qhl.3	chr6	-	137464956	137494785	116379	ENST00000296980	IL22RA2
uc003qhm.3	chr6	-	137464956	137494785	116379	ENST00000349184	IL22RA2
uc003qhn.3	chr6	-	137464956	137494785	116379	ENST00000339602	IL22RA2
uc011edm.1	chr6	-	137518620	137539651	3459	ENST00000367739	IFNGR1
uc003qho.2	chr6	-	137518620	137540567	3459	ENST00000367739	IFNGR1
uc011edn.1	chr6	-	137524683	137540567	3459	ENST00000367735	IFNGR1
uc003qhp.1	chr6	-	137813335	137815531	167826	ENST00000367734	OLIG3
uc003qhr.4	chr6	+	138188324	138204451	7128	ENST00000237289	TNFAIP3
uc031spv.1	chr6	+	138188324	138204451	7128	ENST00000237289	TNFAIP3
uc031spw.1	chr6	+	138188324	138204451	7128	ENST00000237289	TNFAIP3
uc003qhs.4	chr6	+	138188723	138204451	7128	ENST00000237289	TNFAIP3
uc021zfv.1	chr6	+	138192349	138200488	7128	ENST00000237289	TNFAIP3
uc003qhu.3	chr6	+	138483052	138665800	57221	ENST00000251691	KIAA1244
uc003qhw.1	chr6	+	138725335	138734582	23593	ENST00000058691	HEBP2
uc003qie.3	chr6	+	139094656	139114456	25901	ENST00000332797	CCDC28A
uc003qig.4	chr6	-	139225619	139309398	85021	ENST00000450536	REPS1
uc011edr.2	chr6	-	139225619	139309398	85021	ENST00000450536	REPS1
uc003qii.3	chr6	-	139225619	139309398	85021	ENST00000450536	REPS1
uc003qij.3	chr6	-	139225619	139309398	85021	ENST00000450536	REPS1
uc003qik.3	chr6	-	139225619	139309398	85021	ENST00000450536	REPS1
uc003qin.3	chr6	+	139456248	139501946	51696	ENST00000367658	HECA
uc021zfy.1	chr6	-	139561198	139613208	167838	ENST00000358430	TXLNB
uc021zfz.2	chr6	-	139693391	139695350	10370	ENST00000537332	CITED2
uc021zga.2	chr6	-	139693391	139695499	10370	ENST00000536159	CITED2
uc003qip.2	chr6	-	139693391	139695787	10370	ENST00000367651	CITED2
uc021zgb.1	chr6	-	139694268	139695081	n/a	n/a	CITED2
uc003qiu.3	chr6	-	142396744	142409936	4829	ENST00000258042	NMBR
uc003qiw.3	chr6	+	142468409	142542085	51534	ENST00000367630	VTA1
uc011edu.2	chr6	+	142468409	142542085	51534	ENST00000367630	VTA1
uc003qix.2	chr6	+	142623055	142692091	57211	ENST00000415128	GPR126
uc010khc.3	chr6	+	142623055	142767403	57211	ENST00000230173	GPR126
uc010khd.3	chr6	+	142623055	142767403	57211	ENST00000230173	GPR126
uc010khe.3	chr6	+	142623055	142767403	57211	ENST00000230173	GPR126
uc010khf.3	chr6	+	142623055	142767403	57211	ENST00000230173	GPR126
uc011edv.2	chr6	+	142738245	142767403	57211	ENST00000230173	GPR126
uc003qjd.3	chr6	-	143072603	143266338	3097	ENST00000367603	HIVEP2
uc003qjf.3	chr6	+	143380499	143661441	51390	ENST00000357847	AIG1
uc011edw.1	chr6	+	143382022	143509661	51390	ENST00000367598	AIG1
uc003qjg.3	chr6	+	143382022	143511730	51390	ENST00000494282	AIG1
uc003qjh.3	chr6	+	143382022	143661441	51390	ENST00000357847	AIG1
uc003qji.3	chr6	+	143382083	143661441	51390	ENST00000344492	AIG1
uc003qjj.3	chr6	-	143743968	143771841	134637	ENST00000237283	ADAT2
uc003qjk.1	chr6	-	143754967	143763814	134637	ENST00000237283	ADAT2
uc011edx.1	chr6	+	143771917	143793620	8504	ENST00000367591	PEX3
uc003qjl.3	chr6	+	143771917	143811751	8504	ENST00000367591	PEX3
uc003qjq.4	chr6	+	143929316	144152322	9749	ENST00000427704	PHACTR2
uc010khh.3	chr6	+	143929316	144152322	9749	ENST00000427704	PHACTR2
uc010khi.3	chr6	+	143999101	144152322	9749	ENST00000427704	PHACTR2
uc003qjr.4	chr6	+	143999101	144152322	9749	ENST00000427704	PHACTR2
uc003qjs.3	chr6	+	144164507	144184943	84946	ENST00000367576	LTV1
uc003qju.1	chr6	+	144177091	144184423	84946	ENST00000367576	LTV1
uc003qjv.3	chr6	-	144261436	144282547	5325	ENST00000354765	PLAGL1
uc003qjw.3	chr6	-	144261436	144287367	5325	ENST00000360537	PLAGL1
uc003qjx.3	chr6	-	144261436	144329541	5325	ENST00000429150	PLAGL1
