hg19.knownGene.name	hg19.knownGene.chrom	hg19.knownGene.strand	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownToLocusLink.value	hg19.knownToEnsembl.value	hg19.kgXref.geneSymbol
uc002tzl.4	chr2	-	158383278	158485399	130399	ENST00000243349	ACVR1C
uc010fof.3	chr2	-	158383278	158485399	130399	ENST00000243349	ACVR1C
uc002tzm.3	chr2	-	158592957	158694790	90	ENST00000263640	ACVR1
uc002tzn.3	chr2	-	158592957	158731623	90	ENST00000263640	ACVR1
uc010fog.2	chr2	-	158592957	158732374	90	ENST00000434821	ACVR1
uc002tzo.3	chr2	+	158851690	158992666	151531	ENST00000605860	UPP2
uc002tzp.3	chr2	+	158958381	158992666	151531	ENST00000409859	UPP2
uc002tzq.3	chr2	-	159027868	159313265	130940	ENST00000283233	CCDC148
uc002tzr.3	chr2	-	159027868	159313265	130940	ENST00000283233	CCDC148
uc010foh.3	chr2	-	159027868	159313265	130940	ENST00000283233	CCDC148
uc010fok.2	chr2	-	159145099	159313265	130940	ENST00000536771	CCDC148
uc010foi.2	chr2	-	159145099	159313265	130940	ENST00000451554	CCDC148
uc010foj.2	chr2	-	159145099	159313265	130940	ENST00000536771	CCDC148
uc002tzs.2	chr2	-	159195104	159313265	130940	ENST00000409889	CCDC148
uc002tzz.1	chr2	+	159389691	159514826	8502	ENST00000389759	PKP4
uc002tzt.1	chr2	+	159313475	159519600	8502	ENST00000426248	PKP4
uc002tzy.1	chr2	+	159313966	159519600	8502	ENST00000421462	PKP4
uc002tzu.3	chr2	+	159313475	159523172	8502	ENST00000426248	PKP4
uc002uae.1	chr2	+	159525681	159533867	8502	ENST00000486254	PKP4
uc002tzv.3	chr2	+	159313475	159537940	8502	ENST00000389759	PKP4
uc002tzw.3	chr2	+	159313475	159537940	8502	ENST00000389757	PKP4
uc002tzx.3	chr2	+	159313475	159537940	8502	ENST00000389759	PKP4
uc002uaa.3	chr2	+	159433782	159537940	8502	ENST00000389759	PKP4
uc002uac.3	chr2	+	159518753	159537940	8502	ENST00000480171	PKP4
uc002uah.1	chr2	+	159992704	160007288	85461	ENST00000464096	TANC1
uc010fol.1	chr2	+	159825145	160035674	85461	ENST00000454300	TANC1
uc010fom.1	chr2	+	159922407	160084476	85461	ENST00000454300	TANC1
uc010zcm.2	chr2	+	159825145	160089170	85461	ENST00000263635	TANC1
uc002uag.3	chr2	+	159825145	160089170	85461	ENST00000263635	TANC1
uc010fon.3	chr2	+	160055485	160089170	85461	ENST00000470074	TANC1
uc002uaj.4	chr2	-	160092303	160143063	151525	ENST00000392796	WDSUB1
uc002uak.4	chr2	-	160092303	160143103	151525	ENST00000409990	WDSUB1
uc002ual.4	chr2	-	160092303	160143236	151525	ENST00000359774	WDSUB1
uc010foo.3	chr2	-	160092303	160143236	151525	ENST00000359774	WDSUB1
uc002uar.1	chr2	-	160260900	160290662	29994	ENST00000472953	BAZ2B
uc002uaq.1	chr2	-	160255339	160310312	29994	ENST00000343439	BAZ2B
uc010fop.1	chr2	-	160294813	160373170	29994	ENST00000482503	BAZ2B
uc002uat.4	chr2	-	160293916	160412376	29994	ENST00000467184	BAZ2B
uc002uas.1	chr2	-	160289267	160472028	29994	ENST00000355831	BAZ2B
uc002uao.3	chr2	-	160175489	160473112	29994	ENST00000392783	BAZ2B
uc002uap.3	chr2	-	160175489	160473112	29994	ENST00000392783	BAZ2B
uc002uau.1	chr2	-	160294590	160568946	29994	ENST00000392783	BAZ2B
uc002uax.3	chr2	+	160569009	160625084	64844	ENST00000259050	MARCH7
uc010foq.3	chr2	+	160569009	160625084	64844	ENST00000259050	MARCH7
uc010zcn.2	chr2	+	160569009	160625084	64844	ENST00000259050	MARCH7
uc010for.3	chr2	+	160590444	160625084	64844	ENST00000259050	MARCH7
uc002uay.3	chr2	+	160604315	160625084	64844	ENST00000259050	MARCH7
uc002uba.3	chr2	-	160625138	160654766	9936	ENST00000259053	CD302
uc021vrt.1	chr2	-	160625138	160654766	9936	ENST00000259053	CD302
uc010zco.2	chr2	-	160625138	160654766	9936	ENST00000259053	CD302
uc002ubb.4	chr2	-	160625138	160761267	100526664	ENST00000504764	LY75-CD302
uc010fos.3	chr2	-	160625138	160761267	100526664	ENST00000505052	LY75-CD302
uc002ubc.4	chr2	-	160659867	160761267	4065	ENST00000263636	LY75
uc010fot.2	chr2	-	160728329	160761267	4065	ENST00000484559	LY75
uc002ubd.3	chr2	-	160758875	160761267	4065	ENST00000492955	LY75
uc002ube.2	chr2	-	160797259	160919126	22925	ENST00000283243	PLA2R1
uc010zcp.2	chr2	-	160797259	160919126	22925	ENST00000283243	PLA2R1
uc002ubf.3	chr2	-	160802325	160919126	22925	ENST00000392771	PLA2R1
uc002ubh.2	chr2	-	160958232	161056589	3694	ENST00000283249	ITGB6
uc010fou.2	chr2	-	160958232	161056763	3694	ENST00000283249	ITGB6
uc010zcq.1	chr2	-	160958232	161056763	3694	ENST00000428609	ITGB6
uc010fov.1	chr2	-	160958232	161056815	3694	ENST00000283249	ITGB6
uc010fow.1	chr2	-	160998492	161128399	3694	ENST00000485635	ITGB6
uc002ubn.3	chr2	-	161128661	161350318	5937	ENST00000348849	RBMS1
uc002ubo.3	chr2	-	161128661	161350318	5937	ENST00000348849	RBMS1
uc002ubi.4	chr2	-	161128661	161350318	5937	ENST00000348849	RBMS1
uc002ubm.3	chr2	-	161128661	161350318	5937	ENST00000348849	RBMS1
uc002ubp.3	chr2	-	161128661	161350318	5937	ENST00000348849	RBMS1
uc010fox.2	chr2	-	161137824	161350318	5937	ENST00000491781	RBMS1
uc002ubq.1	chr2	+	161993465	162061490	10010	ENST00000457476	TANK
uc002ubr.2	chr2	+	161993465	162092683	10010	ENST00000259075	TANK
uc002ubs.3	chr2	+	162016938	162092683	10010	ENST00000392749	TANK
uc002ubu.3	chr2	+	162164785	162268228	10213	ENST00000409682	PSMD14
uc002ubw.1	chr2	+	162272619	162281573	10716	ENST00000389554	TBR1
uc010foy.2	chr2	+	162274405	162281573	10716	ENST00000389554	TBR1
uc010fpa.1	chr2	+	162480844	162757670	57282	ENST00000493021	SLC4A10
uc010zcr.1	chr2	+	162480844	162761419	57282	ENST00000535165	SLC4A10
uc002ubx.4	chr2	+	162480844	162841786	57282	ENST00000375514	SLC4A10
uc010zcs.2	chr2	+	162480844	162841786	57282	ENST00000375514	SLC4A10
uc002uby.4	chr2	+	162480844	162841786	57282	ENST00000375514	SLC4A10
uc002uca.1	chr2	-	162894811	162929996	1803	ENST00000497461	DPP4
uc002ucb.1	chr2	-	162894811	162929996	1803	ENST00000497461	DPP4
uc002ubz.3	chr2	-	162848754	162931052	1803	ENST00000360534	DPP4
uc010fpb.3	chr2	-	162848754	162931052	1803	ENST00000360534	DPP4
uc002ucc.4	chr2	-	162999378	163008914	2641	ENST00000418842	GCG
uc010fpc.3	chr2	-	163027199	163055391	2191	ENST00000422436	FAP
uc002ucd.3	chr2	-	163027199	163100045	2191	ENST00000188790	FAP
uc010zct.2	chr2	-	163027199	163100045	2191	ENST00000188790	FAP
uc010fpe.1	chr2	-	163066129	163100045	2191	ENST00000480838	FAP
uc002uce.4	chr2	-	163123588	163175218	64135	ENST00000263642	IFIH1
uc002ucf.4	chr2	-	163166656	163175218	64135	ENST00000421365	IFIH1
uc002ucg.3	chr2	+	163200582	163219148	25801	ENST00000437150	GCA
uc002uch.2	chr2	-	163227916	163695257	90134	ENST00000332142	KCNH7
uc002uci.3	chr2	-	163279756	163695257	90134	ENST00000328032	KCNH7
uc002uck.1	chr2	-	164464117	164592513	55137	ENST00000333129	FIGN
uc010zcv.2	chr2	-	165349322	165425017	2888	ENST00000543549	GRB14
uc002ucl.3	chr2	-	165349322	165478360	2888	ENST00000263915	GRB14
uc002ucn.3	chr2	-	165541257	165554810	22837	ENST00000489955	COBLL1
uc002uco.3	chr2	-	165541257	165581517	22837	ENST00000493868	COBLL1
uc002ucp.3	chr2	-	165541257	165697928	22837	ENST00000342193	COBLL1
uc002ucq.3	chr2	-	165541257	165697928	22837	ENST00000375458	COBLL1
uc002ucs.1	chr2	-	165557031	165698650	22837	ENST00000194871	COBLL1
uc002uct.3	chr2	-	165599963	165698650	22837	ENST00000496396	COBLL1
uc010zcw.2	chr2	-	165541257	165698678	22837	ENST00000392717	COBLL1
uc010zcx.2	chr2	-	165541257	165698678	22837	ENST00000409184	COBLL1
uc002ucw.2	chr2	-	165754708	165812035	151258	ENST00000303735	SLC38A11
uc002ucu.2	chr2	-	165754708	165812035	151258	ENST00000303735	SLC38A11
uc002ucv.2	chr2	-	165754708	165812035	151258	ENST00000303735	SLC38A11
uc010zcy.2	chr2	-	165944029	165950338	6328	ENST00000360093	SCN3A
uc002uda.1	chr2	-	165953754	166025335	6328	ENST00000440431	SCN3A
uc002udb.1	chr2	-	165953754	166025335	6328	ENST00000409101	SCN3A
uc002ucx.3	chr2	-	165944029	166060577	6328	ENST00000283254	SCN3A
uc002ucy.3	chr2	-	165944029	166060577	6328	ENST00000283254	SCN3A
uc002ucz.3	chr2	-	165944029	166060577	6328	ENST00000360093	SCN3A
uc002udc.3	chr2	+	166095911	166248820	6326	ENST00000375437	SCN2A
uc002udd.3	chr2	+	166150340	166248820	6326	ENST00000375437	SCN2A
uc002ude.3	chr2	+	166152282	166248820	6326	ENST00000357398	SCN2A
uc021vry.1	chr2	+	166237343	166248820	6326	ENST00000357398	SCN2A
uc002udf.3	chr2	+	166326156	166545917	80034	ENST00000314499	CSRNP3
uc002udg.3	chr2	+	166428845	166545917	80034	ENST00000342316	CSRNP3
uc010fph.1	chr2	-	166604312	166650803	2591	ENST00000392701	GALNT3
uc002udi.2	chr2	-	166626169	166650803	2591	ENST00000392701	GALNT3
uc010fpi.1	chr2	-	166611441	166651169	2591	ENST00000392701	GALNT3
uc002udj.2	chr2	-	166713985	166747498	79809	ENST00000536175	TTC21B
uc002udk.3	chr2	-	166729871	166810348	79809	ENST00000243344	TTC21B
uc002udl.3	chr2	-	166785226	166810348	79809	ENST00000464374	TTC21B
uc010fpk.3	chr2	-	166845669	166930180	6323	ENST00000423058	SCN1A
uc021vsb.1	chr2	-	166845669	166930180	6323	ENST00000423058	SCN1A
uc002udo.4	chr2	-	166845669	167005642	6323	ENST00000423058	SCN1A
uc002udr.1	chr2	-	167138188	167163109	6335	ENST00000409435	SCN9A
uc002uds.1	chr2	-	167138188	167163109	6335	ENST00000375387	SCN9A
uc002udt.1	chr2	-	167138188	167163109	6335	ENST00000375387	SCN9A
uc010fpl.3	chr2	-	167051696	167232497	6335	ENST00000409672	SCN9A
uc010fpm.2	chr2	-	167260082	167343481	6332	ENST00000409855	SCN7A
uc002udu.2	chr2	-	167260082	167343481	6332	ENST00000409855	SCN7A
uc002udv.1	chr2	-	167330735	167350717	6332	ENST00000419992	SCN7A
uc002udy.3	chr2	+	167992418	168108567	129446	ENST00000295237	XIRP2
uc002udx.3	chr2	+	167744996	168116261	129446	ENST00000409195	XIRP2
uc010fpn.3	chr2	+	167744996	168116261	129446	ENST00000409728	XIRP2
uc010fpo.3	chr2	+	167744996	168116261	129446	ENST00000409195	XIRP2
uc010fpq.3	chr2	+	168043792	168116261	129446	ENST00000409273	XIRP2
uc010fpr.3	chr2	+	168043792	168116261	129446	ENST00000409605	XIRP2
uc021vsc.1	chr2	+	168725549	168726530	n/a	ENST00000392690	B3GALT1
uc002udz.1	chr2	+	168675181	168727366	8708	ENST00000305861	B3GALT1
uc002uea.3	chr2	-	168810529	169104105	27347	ENST00000355999	STK39
uc002uec.2	chr2	+	169312758	169631644	253782	ENST00000392687	CERS6
uc002ueb.2	chr2	+	169312758	169631644	253782	ENST00000305747	CERS6
uc002uef.3	chr2	+	169643048	169721849	115677	ENST00000458381	NOSTRIN
uc002ueg.3	chr2	+	169658890	169721849	115677	ENST00000444448	NOSTRIN
uc002ueh.3	chr2	+	169658890	169721849	115677	ENST00000444448	NOSTRIN
uc010fpu.3	chr2	+	169658890	169721849	115677	ENST00000444448	NOSTRIN
uc002uek.3	chr2	+	169712195	169721849	115677	ENST00000472260	NOSTRIN
uc002uel.3	chr2	-	169727400	169746944	57405	ENST00000282074	SPC25
uc002uem.3	chr2	+	169757749	169766510	57818	ENST00000282075	G6PC2
uc002uen.3	chr2	+	169757749	169766510	57818	ENST00000282075	G6PC2
uc010fpv.3	chr2	+	169757749	169766510	57818	ENST00000282075	G6PC2
uc010zda.1	chr2	-	169779448	169828560	8647	ENST00000263817	ABCB11
uc010zdb.1	chr2	-	169779448	169828571	8647	ENST00000263817	ABCB11
uc002ueo.1	chr2	-	169779448	169887833	8647	ENST00000263817	ABCB11
uc002uer.1	chr2	+	169925962	169938404	10170	ENST00000357546	DHRS9
uc002uep.3	chr2	+	169921298	169952677	10170	ENST00000327239	DHRS9
uc002ueq.3	chr2	+	169923544	169952677	10170	ENST00000357546	DHRS9
uc010zdc.2	chr2	+	169923544	169952677	10170	ENST00000357546	DHRS9
uc010zdd.2	chr2	+	169929084	169952677	10170	ENST00000436483	DHRS9
uc010zde.2	chr2	+	169937616	169952677	10170	ENST00000412271	DHRS9
uc002ues.3	chr2	-	169983618	170219122	4036	ENST00000263816	LRP2
uc010zdf.1	chr2	-	170097259	170219122	4036	ENST00000443831	LRP2
uc002uet.3	chr2	+	170336005	170363165	129880	ENST00000295240	BBS5
uc010fpw.3	chr2	+	170336005	170363165	129880	ENST00000392663	BBS5
uc002uev.4	chr2	-	170386262	170430424	79675	ENST00000453153	FASTKD1
uc002uew.4	chr2	-	170386262	170430424	79675	ENST00000453153	FASTKD1
uc002uex.5	chr2	-	170386262	170430424	79675	ENST00000453153	FASTKD1
uc002uey.3	chr2	-	170416896	170430424	79675	ENST00000453153	FASTKD1
uc002ufc.1	chr2	+	170441156	170487497	9360	ENST00000414307	PPIG
uc002ufa.3	chr2	+	170440896	170490076	9360	ENST00000462903	PPIG
uc002uez.3	chr2	+	170440849	170494254	9360	ENST00000260970	PPIG
uc010fpx.3	chr2	+	170440849	170494254	9360	ENST00000260970	PPIG
uc010fpy.3	chr2	+	170440849	170494254	9360	ENST00000260970	PPIG
uc002ufb.3	chr2	+	170440896	170494254	9360	ENST00000260970	PPIG
uc002ufd.3	chr2	+	170460151	170494254	9360	ENST00000260970	PPIG
uc021vsk.1	chr2	+	170557481	170558207	n/a	n/a	PHOSPHO2
uc021vsg.1	chr2	+	170550963	170558218	493911	ENST00000359744	PHOSPHO2
uc002ufg.3	chr2	+	170550963	170558218	493911	ENST00000359744	PHOSPHO2
uc021vsh.1	chr2	+	170550963	170558218	493911	ENST00000359744	PHOSPHO2
uc021vsi.1	chr2	+	170550963	170558218	493911	ENST00000359744	PHOSPHO2
uc021vsj.1	chr2	+	170550963	170558218	493911	ENST00000359744	PHOSPHO2
uc002ufi.2	chr2	+	170590355	170608396	151230	ENST00000392647	KLHL23
uc002ufk.3	chr2	+	170655321	170668571	6741	ENST00000260956	SSB
uc002ufm.3	chr2	+	170655788	170668571	6741	ENST00000409333	SSB
uc002ufn.3	chr2	-	170668267	170681353	29081	ENST00000260953	METTL5
uc002ufo.3	chr2	-	170668267	170681399	29081	ENST00000409965	METTL5
uc002ufp.3	chr2	-	170668267	170681420	29081	ENST00000392640	METTL5
uc010zdi.2	chr2	+	170684017	170940639	130507	ENST00000418381	UBR3
uc002ufr.4	chr2	+	170789421	170940639	130507	ENST00000430321	UBR3
uc010fqa.3	chr2	+	170806114	170940639	130507	ENST00000272793	UBR3
uc002uft.4	chr2	+	170806114	170940639	130507	ENST00000392632	UBR3
uc010zdj.2	chr2	+	170857813	170940639	130507	ENST00000272793	UBR3
uc002ufu.4	chr2	+	170871312	170940639	130507	ENST00000474426	UBR3
uc002uga.3	chr2	+	171055717	171239276	140469	ENST00000442690	MYO3B
uc002ufv.4	chr2	+	171034654	171376484	140469	ENST00000409940	MYO3B
uc010fqb.2	chr2	+	171034654	171511674	140469	ENST00000334231	MYO3B
uc002ufw.3	chr2	+	171034654	171511674	140469	ENST00000334231	MYO3B
uc002ufx.3	chr2	+	171034654	171511674	140469	ENST00000334231	MYO3B
uc002ufy.3	chr2	+	171034654	171511674	140469	ENST00000334231	MYO3B
uc002ufz.3	chr2	+	171034654	171511674	140469	ENST00000334231	MYO3B
uc002ugb.3	chr2	+	171225717	171511674	140469	ENST00000602629	MYO3B
uc002uge.3	chr2	+	171571856	171574498	389058	ENST00000375281	SP5
uc002ugh.3	chr2	+	171673199	171699269	2571	ENST00000375272	GAD1
uc002ugi.3	chr2	+	171673199	171717659	2571	ENST00000358196	GAD1
uc010fqc.3	chr2	+	171705576	171717659	2571	ENST00000358196	GAD1
uc002ugj.3	chr2	+	171784947	171823643	26003	ENST00000234160	GORASP2
uc002ugk.3	chr2	+	171785035	171823643	26003	ENST00000234160	GORASP2
uc010zdl.2	chr2	+	171785035	171823643	26003	ENST00000234160	GORASP2
uc010zdm.2	chr2	+	171785035	171823643	26003	ENST00000234160	GORASP2
uc002ugl.3	chr2	+	171804850	171823643	26003	ENST00000234160	GORASP2
uc002ugm.3	chr2	+	171810980	171823643	26003	ENST00000234160	GORASP2
uc002ugr.1	chr2	-	171901951	171911639	9874	ENST00000478683	TLK1
uc010zdn.1	chr2	-	171847332	171923483	9874	ENST00000431350	TLK1
uc002ugn.2	chr2	-	171847332	172017410	9874	ENST00000442919	TLK1
uc002ugo.2	chr2	-	171847332	172017410	9874	ENST00000442919	TLK1
uc002ugq.2	chr2	-	171853162	172017410	9874	ENST00000409443	TLK1
uc002ugp.2	chr2	-	171847332	172087824	9874	ENST00000431350	TLK1
uc002ugu.4	chr2	-	172173912	172290619	79828	ENST00000447486	METTL8
uc002ugt.4	chr2	-	172173912	172290619	79828	ENST00000447486	METTL8
uc002ugs.4	chr2	-	172173912	172290619	79828	ENST00000447486	METTL8
uc010zdo.2	chr2	-	172173912	172291312	79828	ENST00000447486	METTL8
uc010zdp.2	chr2	-	172173912	172291312	79828	ENST00000447486	METTL8
uc010zdq.3	chr2	+	172290726	172341562	80067	ENST00000375255	DCAF17
uc002ugx.3	chr2	+	172290760	172341562	80067	ENST00000375255	DCAF17
uc010zdr.2	chr2	+	172290760	172341562	80067	ENST00000375255	DCAF17
uc010fqf.2	chr2	+	172290760	172341562	80067	ENST00000375255	DCAF17
uc010fqg.3	chr2	+	172309633	172341562	80067	ENST00000375255	DCAF17
uc031rqa.1	chr2	+	172378756	172414643	79901	ENST00000321348	CYBRD1
uc002ugy.4	chr2	+	172378865	172414643	79901	ENST00000321348	CYBRD1
uc002ugz.4	chr2	+	172378865	172414643	79901	ENST00000321348	CYBRD1
uc002uhd.2	chr2	+	172544181	172584477	1781	ENST00000409317	DYNC1I2
uc002uha.2	chr2	+	172543918	172606668	1781	ENST00000397119	DYNC1I2
uc002uhc.4	chr2	+	172543918	172606668	1781	ENST00000340296	DYNC1I2
uc002uhb.2	chr2	+	172543918	172606668	1781	ENST00000340296	DYNC1I2
uc010zds.2	chr2	+	172543918	172606668	1781	ENST00000340296	DYNC1I2
uc002uhe.2	chr2	+	172544181	172606668	1781	ENST00000409773	DYNC1I2
uc002uhf.2	chr2	+	172544181	172606668	1781	ENST00000409197	DYNC1I2
uc010zdt.2	chr2	+	172544181	172606668	1781	ENST00000409197	DYNC1I2
uc002uhg.2	chr2	+	172563399	172606668	1781	ENST00000482454	DYNC1I2
uc010zdu.2	chr2	+	172583067	172606668	1781	ENST00000479806	DYNC1I2
uc002uhh.3	chr2	-	172639914	172750816	8604	ENST00000422440	SLC25A12
uc010fqh.3	chr2	-	172639914	172750816	8604	ENST00000422440	SLC25A12
uc010zdv.2	chr2	-	172690472	172750816	8604	ENST00000426896	SLC25A12
uc010fqi.2	chr2	+	172778934	172845768	8520	ENST00000477327	HAT1
uc002uhi.3	chr2	+	172778934	172848600	8520	ENST00000264108	HAT1
uc002uhj.3	chr2	+	172778934	172848600	8520	ENST00000392584	HAT1
uc002uhk.3	chr2	+	172864803	172945587	254042	ENST00000315796	METAP1D
uc010zdw.2	chr2	+	172864803	172945587	254042	ENST00000315796	METAP1D
uc010fqj.1	chr2	+	172950207	172951866	1745	ENST00000409492	DLX1
uc002uhl.3	chr2	+	172950207	172954401	1745	ENST00000361725	DLX1
uc002uhm.3	chr2	+	172950207	172954401	1745	ENST00000361725	DLX1
uc002uhn.3	chr2	-	172964165	172967478	1746	ENST00000234198	DLX2
uc010zdx.1	chr2	-	172965872	172967478	1746	ENST00000466293	DLX2
uc010fql.2	chr2	+	173335701	173337618	3655	ENST00000442250	ITGA6
uc010fqk.1	chr2	+	173292081	173339850	3655	ENST00000442250	ITGA6
uc010zdy.1	chr2	+	173292081	173371181	3655	ENST00000343713	ITGA6
uc002uho.1	chr2	+	173292313	173371181	3655	ENST00000375221	ITGA6
uc002uhp.1	chr2	+	173292313	173371181	3655	ENST00000264106	ITGA6
uc010fqm.1	chr2	+	173339656	173371181	3655	ENST00000343713	ITGA6
uc010zdz.1	chr2	+	173420100	173460751	5163	ENST00000543905	PDK1
uc002uhq.1	chr2	+	173420778	173460751	5163	ENST00000392571	PDK1
uc002uhs.3	chr2	+	173420778	173463862	5163	ENST00000410055	PDK1
uc010zeb.2	chr2	+	173420778	173463862	5163	ENST00000410055	PDK1
uc010zea.1	chr2	+	173420100	173489823	5163	ENST00000543905	PDK1
uc010fqn.3	chr2	+	173608865	173679468	11069	ENST00000464976	RAPGEF4
uc002uhu.2	chr2	+	173600524	173851438	11069	ENST00000264111	RAPGEF4
uc010fqp.1	chr2	+	173792932	173853567	11069	ENST00000535187	RAPGEF4
uc010zec.1	chr2	+	173724802	173866072	11069	ENST00000540783	RAPGEF4
uc010zed.1	chr2	+	173724802	173866072	11069	ENST00000538974	RAPGEF4
uc010zee.1	chr2	+	173754501	173866072	11069	ENST00000539331	RAPGEF4
uc010fqo.2	chr2	+	173754501	173866072	11069	ENST00000539331	RAPGEF4
uc010zef.1	chr2	+	173786933	173866072	11069	ENST00000538974	RAPGEF4
uc010zeg.1	chr2	+	173792873	173866072	11069	ENST00000539331	RAPGEF4
uc010zeh.1	chr2	+	173792932	173866072	11069	ENST00000535187	RAPGEF4
uc002uhv.4	chr2	+	173600524	173917620	11069	ENST00000264111	RAPGEF4
uc002uhw.4	chr2	+	173686314	173917620	11069	ENST00000397087	RAPGEF4
uc002uic.1	chr2	+	174219560	174233718	83879	ENST00000306721	CDCA7
uc002uid.1	chr2	+	174219560	174233718	83879	ENST00000306721	CDCA7
uc010zej.1	chr2	+	174219560	174233718	83879	ENST00000306721	CDCA7
uc010zek.1	chr2	+	174219560	174233718	83879	ENST00000306721	CDCA7
uc002uie.3	chr2	-	174771186	174828947	6670	ENST00000310015	SP3
uc002uif.3	chr2	-	174771186	174829281	6670	ENST00000455789	SP3
uc002uig.3	chr2	-	174771186	174830430	6670	ENST00000310015	SP3
uc010zel.2	chr2	-	174771186	174830430	6670	ENST00000310015	SP3
uc002uih.3	chr2	-	174937174	175113365	29789	ENST00000284719	OLA1
uc002uii.3	chr2	-	174937174	175113365	29789	ENST00000284719	OLA1
uc010fqq.3	chr2	-	174937174	175113365	29789	ENST00000284719	OLA1
uc010fqr.3	chr2	-	174937174	175113365	29789	ENST00000284719	OLA1
uc010zem.1	chr2	+	175199820	175202268	100131390	ENST00000394967	SP9
uc002uim.3	chr2	-	175212877	175260443	9541	ENST00000342016	CIR1
uc002uin.3	chr2	-	175212877	175260443	9541	ENST00000362053	CIR1
uc002uir.1	chr2	+	175260480	175264831	79634	ENST00000427038	SCRN3
uc002uiq.3	chr2	+	175260456	175294303	79634	ENST00000272732	SCRN3
uc010zen.2	chr2	+	175260456	175294303	79634	ENST00000272732	SCRN3
uc010zeo.2	chr2	+	175260456	175294303	79634	ENST00000272732	SCRN3
uc002uis.3	chr2	+	175274764	175294303	79634	ENST00000272732	SCRN3
uc002uiv.4	chr2	-	175296299	175351816	151556	ENST00000392552	GPR155
uc002uit.4	chr2	-	175296299	175351816	151556	ENST00000392552	GPR155
uc002uiu.4	chr2	-	175296299	175351816	151556	ENST00000392552	GPR155
uc010fqs.4	chr2	-	175296299	175351816	151556	ENST00000392552	GPR155
uc002ujb.2	chr2	-	175430910	175462493	7456	ENST00000409891	WIPF1
uc002uiz.3	chr2	-	175424301	175499307	7456	ENST00000392547	WIPF1
uc010zep.1	chr2	-	175435896	175499307	7456	ENST00000409415	WIPF1
uc002uja.3	chr2	-	175424301	175547627	7456	ENST00000392547	WIPF1
uc010fqt.1	chr2	-	175425497	175547627	7456	ENST00000272746	WIPF1
uc002ujc.1	chr2	-	175435896	175547627	7456	ENST00000409415	WIPF1
uc002ujd.2	chr2	-	175612322	175629200	1134	ENST00000348749	CHRNA1
uc002uje.2	chr2	-	175612322	175629200	1134	ENST00000348749	CHRNA1
uc002ujf.4	chr2	-	175617491	175629200	1134	ENST00000409323	CHRNA1
uc002ujg.3	chr2	-	175664041	175712346	1123	ENST00000295497	CHN1
uc002uji.3	chr2	-	175664041	175869981	1123	ENST00000409900	CHN1
uc010zeq.2	chr2	-	175664041	175870107	1123	ENST00000409900	CHN1
uc002ujj.3	chr2	-	175664041	175870107	1123	ENST00000488080	CHN1
uc002ujp.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002ujn.4	chr2	-	175936977	176032934	1386	ENST00000345739	ATF2
uc002ujv.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002ujm.4	chr2	-	175936977	176032934	1386	ENST00000345739	ATF2
uc002ujs.4	chr2	-	175936977	176032934	1386	ENST00000345739	ATF2
uc010fqv.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002ujk.4	chr2	-	175936977	176032934	1386	ENST00000345739	ATF2
uc002ujx.2	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002ujr.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002ujq.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc010fqu.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002ujt.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002uju.4	chr2	-	175936977	176032934	1386	ENST00000345739	ATF2
uc002ujl.4	chr2	-	175936977	176032934	1386	ENST00000264110	ATF2
uc002ujw.2	chr2	-	175936977	176032934	1386	ENST00000345739	ATF2
uc002ujy.2	chr2	-	175978970	176032934	1386	ENST00000409833	ATF2
uc002ujz.4	chr2	-	176040985	176046391	518	ENST00000284727	ATP5G3
uc002uka.4	chr2	-	176040985	176046490	518	ENST00000284727	ATP5G3
uc002ukb.2	chr2	-	176040985	176046490	518	ENST00000284727	ATP5G3
uc002ukc.1	chr2	-	176790409	176867018	80856	ENST00000272748	KIAA1715
uc010zer.1	chr2	-	176790409	176867018	80856	ENST00000272748	KIAA1715
uc010fqw.1	chr2	-	176790409	176867018	80856	ENST00000272748	KIAA1715
uc010zes.1	chr2	-	176790409	176867018	80856	ENST00000272748	KIAA1715
uc002ukd.1	chr2	-	176790409	176867018	80856	ENST00000272748	KIAA1715
uc010zet.1	chr2	-	176790409	176867514	80856	ENST00000272748	KIAA1715
uc010zeu.2	chr2	-	176944834	176948690	344191	ENST00000308618	EVX2
uc002ukf.1	chr2	+	176957531	176960666	3239	ENST00000392539	HOXD13
uc010zev.1	chr2	+	176964529	176965488	3238	ENST00000406506	HOXD12
uc021vsp.1	chr2	+	176964529	176965488	n/a	n/a	HOXD12
uc010fqx.3	chr2	+	176969249	176974316	3237	ENST00000498438	HOXD11
uc002uki.3	chr2	+	176972083	176974316	3237	ENST00000249504	HOXD11
uc002ukj.3	chr2	+	176981491	176984670	3236	ENST00000249501	HOXD10
uc010zex.2	chr2	+	176987412	176989645	3235	ENST00000249499	HOXD9
